timestamp,day,audio,co2eq,light,rh,temp,img,occupied,lag1_occupied,lag2_occupied,lag3_occupied,lag4_occupied,lag5_occupied,lag6_occupied,lag7_occupied,lag8_occupied
2019-11-26 00:00:00,2019-11-26,0.2833507394347827,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:05:00,2019-11-26,0.029588907074999986,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:10:00,2019-11-26,0.20658016323333334,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:15:00,2019-11-26,0.2889938031666667,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:20:00,2019-11-26,0.129973013936,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:25:00,2019-11-26,0.0400740588,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:30:00,2019-11-26,0.32940866353333326,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:35:00,2019-11-26,0.3738189250666667,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:40:00,2019-11-26,0.014143977751133331,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:45:00,2019-11-26,0.34165936536666663,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2019-11-26 00:50:00,2019-11-26,0.5477407226,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 00:55:00,2019-11-26,0.06325102344333336,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:00:00,2019-11-26,0.20509347216666668,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:05:00,2019-11-26,0.2944245471724138,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:10:00,2019-11-26,0.12394518672333331,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:15:00,2019-11-26,0.08421294199,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:20:00,2019-11-26,0.5667120526,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:25:00,2019-11-26,0.382464363751724,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2019-11-26 01:30:00,2019-11-26,0.04771365444279999,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-11-26 01:35:00,2019-11-26,0.48093158093333344,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-11-26 01:40:00,2019-11-26,0.42259477566666664,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-11-26 01:45:00,2019-11-26,0.04295347078,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2019-11-26 01:50:00,2019-11-26,0.16986897033333334,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.9027575019666667,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 01:55:00,2019-11-26,0.32232845223333334,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5971382224333331,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:00:00,2019-11-26,0.15675270855333331,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:05:00,2019-11-26,0.017198605375,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:10:00,2019-11-26,0.5002557040000002,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:15:00,2019-11-26,0.46986856459999987,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:20:00,2019-11-26,0.10945021683619997,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:25:00,2019-11-26,0.13689861066666667,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.9166492874,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2019-11-26 02:30:00,2019-11-26,0.28721486306666666,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.638813578733333,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-11-26 02:35:00,2019-11-26,0.21554641691333337,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-11-26 02:40:00,2019-11-26,0.03430893483333333,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.7082725058999999,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-11-26 02:45:00,2019-11-26,0.33017584936666666,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.8749739310999999,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2019-11-26 02:50:00,2019-11-26,0.5678437014333332,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 02:55:00,2019-11-26,0.018216031269966664,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:00:00,2019-11-26,0.29395047948275865,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.9305410728333333,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:05:00,2019-11-26,0.5342575390666665,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:10:00,2019-11-26,0.022783727396666665,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:15:00,2019-11-26,0.22419082816666663,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.9583246436999999,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:20:00,2019-11-26,0.25457461266666664,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:25:00,2019-11-26,0.047390926514333326,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-11-26 03:30:00,2019-11-26,0.21520445896551726,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2019-11-26 03:35:00,2019-11-26,0.5638795137333333,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2019-11-26 03:40:00,2019-11-26,0.125644468723,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2019-11-26 03:45:00,2019-11-26,0.2186011924074074,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.9027575019666667,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2019-11-26 03:50:00,2019-11-26,0.5432266299666667,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.6804889350333331,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 03:55:00,2019-11-26,0.09661633585172409,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:00:00,2019-11-26,0.11170939186666667,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.8332985748,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:05:00,2019-11-26,0.2955946751724138,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.6665971495999997,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:10:00,2019-11-26,0.11737874560666668,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:15:00,2019-11-26,0.12366108876666666,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.8055150039333333,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:20:00,2019-11-26,0.4264828698214286,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.7360560767666665,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:25:00,2019-11-26,0.2078327017153333,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-26 04:30:00,2019-11-26,0.06682942981481481,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.8194067893666667,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 04:35:00,2019-11-26,0.54534988425,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.6943807204666664,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 04:40:00,2019-11-26,0.20208806053134487,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 04:45:00,2019-11-26,0.05300146334482759,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.7082725058999999,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 04:50:00,2019-11-26,0.3055261258571429,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.8332985747999999,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 04:55:00,2019-11-26,0.0807748739655172,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 05:00:00,2019-11-26,0.016835863827586204,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 05:05:00,2019-11-26,0.0016205955172413791,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-11-26 05:10:00,2019-11-26,0.3202000159310345,0.5579389980000005,0.5918643249999996,0.8065378289999999,0.5832464369999998,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
